year,district,crop,yield_c_ha,source
2007,Атбасарский,oats,13.3,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Атбасарский,sunflower,5.51,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2007,Атбасарский,rapeseed,7.41,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Атбасарский,flax,5.22,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Атбасарский,spring_wheat,9.88,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Атбасарский,barley,10.64,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Атбасарский,oats,10.26,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Атбасарский,sunflower,4.27,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2008,Атбасарский,rapeseed,5.7,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Атбасарский,flax,3.99,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Атбасарский,spring_wheat,11.59,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Атбасарский,barley,12.35,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Атбасарский,oats,11.88,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Атбасарский,sunflower,4.75,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2009,Атбасарский,rapeseed,6.46,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Атбасарский,flax,4.56,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Атбасарский,spring_wheat,7.41,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Атбасарский,barley,8.07,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Атбасарский,oats,7.6,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Атбасарский,sunflower,3.61,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2010,Атбасарский,rapeseed,4.94,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Атбасарский,flax,3.32,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Атбасарский,spring_wheat,15.67,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Атбасарский,barley,16.34,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Атбасарский,oats,17.1,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Атбасарский,sunflower,6.17,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2011,Атбасарский,rapeseed,8.07,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Атбасарский,flax,6.46,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Атбасарский,spring_wheat,8.17,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Атбасарский,barley,8.93,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Атбасарский,oats,8.55,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Атбасарский,sunflower,3.99,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2012,Атбасарский,rapeseed,5.51,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Атбасарский,flax,3.8,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Атбасарский,spring_wheat,11.78,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Атбасарский,barley,12.44,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Атбасарский,oats,11.97,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Атбасарский,sunflower,5.22,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2013,Атбасарский,rapeseed,6.84,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Атбасарский,flax,4.94,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Атбасарский,spring_wheat,11.4,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Атбасарский,barley,12.16,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Атбасарский,oats,11.59,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Атбасарский,sunflower,5.61,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2014,Атбасарский,rapeseed,7.12,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Атбасарский,flax,5.22,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2015,Атбасарский,spring_wheat,11.97,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2015,Атбасарский,barley,12.73,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2015,Атбасарский,oats,12.25,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2015,Атбасарский,sunflower,5.98,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2015,Атбасарский,rapeseed,7.6,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2015,Атбасарский,flax,5.51,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2016,Атбасарский,spring_wheat,12.54,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2016,Атбасарский,barley,13.3,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2016,Атбасарский,oats,15.2,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2016,Атбасарский,sunflower,8.84,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2016,Атбасарский,rapeseed,8.55,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2016,Атбасарский,flax,5.7,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2017,Атбасарский,spring_wheat,12.82,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2017,Атбасарский,barley,13.59,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2017,Атбасарский,oats,12.63,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2017,Атбасарский,sunflower,9.69,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2017,Атбасарский,rapeseed,9.97,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2017,Атбасарский,flax,6.17,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2018,Атбасарский,spring_wheat,12.35,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2018,Атбасарский,barley,13.11,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2018,Атбасарский,oats,12.54,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2018,Атбасарский,sunflower,7.6,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2018,Атбасарский,rapeseed,10.45,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2018,Атбасарский,flax,5.89,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2019,Атбасарский,spring_wheat,10.45,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2019,Атбасарский,barley,11.21,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2019,Атбасарский,oats,10.64,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2019,Атбасарский,sunflower,7.41,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2019,Атбасарский,rapeseed,10.26,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2019,Атбасарский,flax,6.84,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2020,Атбасарский,spring_wheat,11.59,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2020,Атбасарский,barley,12.35,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
