year,district,district_en,lat,lon,crop,yield_c_ha,tmean_mjja,precip_mjja,gdd5,heat30,dry_max,et0,p30_anom
2008,Шортандинский,Shortandy,51.7,70.99,spring_wheat,10.4,19.81,117.5,1644.9,16,20,559.8,-29.8
2008,Шортандинский,Shortandy,51.7,70.99,sunflower,4.5,19.81,117.5,1644.9,16,20,559.8,-29.8
2009,Атбасарский,Atbasar,51.81,68.36,barley,12.35,16.79,194.8,1357.6,6,17,484.0,36.2
2009,Атбасарский,Atbasar,51.81,68.36,flax,4.56,16.79,194.8,1357.6,6,17,484.0,36.2
2009,Атбасарский,Atbasar,51.81,68.36,oats,11.88,16.79,194.8,1357.6,6,17,484.0,36.2
2009,Атбасарский,Atbasar,51.81,68.36,rapeseed,6.46,16.79,194.8,1357.6,6,17,484.0,36.2
2009,Атбасарский,Atbasar,51.81,68.36,spring_wheat,11.59,16.79,194.8,1357.6,6,17,484.0,36.2
2009,Атбасарский,Atbasar,51.81,68.36,sunflower,4.75,16.79,194.8,1357.6,6,17,484.0,36.2
2009,Буландынский,Bulandy,52.63,70.42,barley,13.52,15.95,250.9,1220.3,4,8,430.6,23.3
2009,Буландынский,Bulandy,52.63,70.42,flax,4.99,15.95,250.9,1220.3,4,8,430.6,23.3
2009,Буландынский,Bulandy,52.63,70.42,oats,13.0,15.95,250.9,1220.3,4,8,430.6,23.3
2009,Буландынский,Bulandy,52.63,70.42,rapeseed,7.07,15.95,250.9,1220.3,4,8,430.6,23.3
2009,Буландынский,Bulandy,52.63,70.42,spring_wheat,12.69,15.95,250.9,1220.3,4,8,430.6,23.3
2009,Буландынский,Bulandy,52.63,70.42,sunflower,5.2,15.95,250.9,1220.3,4,8,430.6,23.3
2009,Бурабайский,Burabay,52.94,70.31,barley,13.65,15.95,260.4,1154.5,2,9,416.9,14.6
2009,Бурабайский,Burabay,52.94,70.31,flax,5.04,15.95,260.4,1154.5,2,9,416.9,14.6
2009,Бурабайский,Burabay,52.94,70.31,oats,13.12,15.95,260.4,1154.5,2,9,416.9,14.6
2009,Бурабайский,Burabay,52.94,70.31,rapeseed,7.14,15.95,260.4,1154.5,2,9,416.9,14.6
2009,Бурабайский,Burabay,52.94,70.31,spring_wheat,12.81,15.95,260.4,1154.5,2,9,416.9,14.6
2009,Бурабайский,Burabay,52.94,70.31,sunflower,5.25,15.95,260.4,1154.5,2,9,416.9,14.6
2009,Есильский,Esil,51.95,66.4,barley,12.09,17.89,131.9,1426.4,9,18,509.0,-4.0
2009,Есильский,Esil,51.95,66.4,flax,4.46,17.89,131.9,1426.4,9,18,509.0,-4.0
2009,Есильский,Esil,51.95,66.4,oats,11.62,17.89,131.9,1426.4,9,18,509.0,-4.0
2009,Есильский,Esil,51.95,66.4,rapeseed,6.32,17.89,131.9,1426.4,9,18,509.0,-4.0
2009,Есильский,Esil,51.95,66.4,spring_wheat,11.35,17.89,131.9,1426.4,9,18,509.0,-4.0
2009,Есильский,Esil,51.95,66.4,sunflower,4.65,17.89,131.9,1426.4,9,18,509.0,-4.0
2009,Жаксынский,Zhaksy,51.9,67.3,barley,11.96,16.82,157.7,1324.6,5,18,485.2,1.1
2009,Жаксынский,Zhaksy,51.9,67.3,flax,4.42,16.82,157.7,1324.6,5,18,485.2,1.1
2009,Жаксынский,Zhaksy,51.9,67.3,oats,11.5,16.82,157.7,1324.6,5,18,485.2,1.1
2009,Жаксынский,Zhaksy,51.9,67.3,rapeseed,6.26,16.82,157.7,1324.6,5,18,485.2,1.1
2009,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,11.22,16.82,157.7,1324.6,5,18,485.2,1.1
2009,Жаксынский,Zhaksy,51.9,67.3,sunflower,4.6,16.82,157.7,1324.6,5,18,485.2,1.1
2009,Зерендинский,Zerenda,53.05,69.15,barley,13.78,15.86,252.4,1267.9,8,12,445.8,14.2
2009,Зерендинский,Zerenda,53.05,69.15,flax,5.09,15.86,252.4,1267.9,8,12,445.8,14.2
2009,Зерендинский,Zerenda,53.05,69.15,oats,13.25,15.86,252.4,1267.9,8,12,445.8,14.2
2009,Зерендинский,Zerenda,53.05,69.15,rapeseed,7.21,15.86,252.4,1267.9,8,12,445.8,14.2
2009,Зерендинский,Zerenda,53.05,69.15,spring_wheat,12.93,15.86,252.4,1267.9,8,12,445.8,14.2
2009,Зерендинский,Zerenda,53.05,69.15,sunflower,5.3,15.86,252.4,1267.9,8,12,445.8,14.2
2009,Кокшетау,Kokshetau,53.29,69.39,barley,13.26,16.6,249.0,1323.8,8,9,456.3,17.0
2009,Кокшетау,Kokshetau,53.29,69.39,flax,4.9,16.6,249.0,1323.8,8,9,456.3,17.0
2009,Кокшетау,Kokshetau,53.29,69.39,oats,12.75,16.6,249.0,1323.8,8,9,456.3,17.0
2009,Кокшетау,Kokshetau,53.29,69.39,rapeseed,6.94,16.6,249.0,1323.8,8,9,456.3,17.0
2009,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,12.44,16.6,249.0,1323.8,8,9,456.3,17.0
2009,Кокшетау,Kokshetau,53.29,69.39,sunflower,5.1,16.6,249.0,1323.8,8,9,456.3,17.0
2009,Сандыктауский,Sandyktau,52.45,68.75,barley,13.39,15.76,228.2,1231.2,4,10,438.3,16.6
2009,Сандыктауский,Sandyktau,52.45,68.75,flax,4.94,15.76,228.2,1231.2,4,10,438.3,16.6
2009,Сандыктауский,Sandyktau,52.45,68.75,oats,12.88,15.76,228.2,1231.2,4,10,438.3,16.6
2009,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,7.0,15.76,228.2,1231.2,4,10,438.3,16.6
2009,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,12.57,15.76,228.2,1231.2,4,10,438.3,16.6
2009,Сандыктауский,Sandyktau,52.45,68.75,sunflower,5.15,15.76,228.2,1231.2,4,10,438.3,16.6
2009,Целиноградский,Tselinograd,51.18,71.03,barley,12.74,17.25,176.3,1395.5,6,17,493.6,25.9
2009,Целиноградский,Tselinograd,51.18,71.03,flax,4.7,17.25,176.3,1395.5,6,17,493.6,25.9
2009,Целиноградский,Tselinograd,51.18,71.03,oats,12.25,17.25,176.3,1395.5,6,17,493.6,25.9
2009,Целиноградский,Tselinograd,51.18,71.03,rapeseed,6.66,17.25,176.3,1395.5,6,17,493.6,25.9
2009,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,11.96,17.25,176.3,1395.5,6,17,493.6,25.9
2009,Целиноградский,Tselinograd,51.18,71.03,sunflower,4.9,17.25,176.3,1395.5,6,17,493.6,25.9
2009,Шортандинский,Shortandy,51.7,70.99,barley,13.0,16.59,236.4,1309.2,5,15,464.4,41.2
2009,Шортандинский,Shortandy,51.7,70.99,flax,4.8,16.59,236.4,1309.2,5,15,464.4,41.2
2009,Шортандинский,Shortandy,51.7,70.99,oats,12.5,16.59,236.4,1309.2,5,15,464.4,41.2
2009,Шортандинский,Shortandy,51.7,70.99,rapeseed,6.8,16.59,236.4,1309.2,5,15,464.4,41.2
2009,Шортандинский,Shortandy,51.7,70.99,spring_wheat,12.2,16.59,236.4,1309.2,5,15,464.4,41.2
2009,Шортандинский,Shortandy,51.7,70.99,sunflower,5.0,16.59,236.4,1309.2,5,15,464.4,41.2
2010,Атбасарский,Atbasar,51.81,68.36,barley,8.07,19.38,69.1,1682.2,33,15,615.8,-51.7
2010,Атбасарский,Atbasar,51.81,68.36,flax,3.32,19.38,69.1,1682.2,33,15,615.8,-51.7
2010,Атбасарский,Atbasar,51.81,68.36,oats,7.6,19.38,69.1,1682.2,33,15,615.8,-51.7
2010,Атбасарский,Atbasar,51.81,68.36,rapeseed,4.94,19.38,69.1,1682.2,33,15,615.8,-51.7
2010,Атбасарский,Atbasar,51.81,68.36,spring_wheat,7.41,19.38,69.1,1682.2,33,15,615.8,-51.7
2010,Атбасарский,Atbasar,51.81,68.36,sunflower,3.61,19.38,69.1,1682.2,33,15,615.8,-51.7
2010,Буландынский,Bulandy,52.63,70.42,barley,8.84,18.08,99.4,1467.0,17,12,543.7,-51.1
2010,Буландынский,Bulandy,52.63,70.42,flax,3.64,18.08,99.4,1467.0,17,12,543.7,-51.1
2010,Буландынский,Bulandy,52.63,70.42,oats,8.32,18.08,99.4,1467.0,17,12,543.7,-51.1
2010,Буландынский,Bulandy,52.63,70.42,rapeseed,5.41,18.08,99.4,1467.0,17,12,543.7,-51.1
2010,Буландынский,Bulandy,52.63,70.42,spring_wheat,8.11,18.08,99.4,1467.0,17,12,543.7,-51.1
2010,Буландынский,Bulandy,52.63,70.42,sunflower,3.95,18.08,99.4,1467.0,17,12,543.7,-51.1
2010,Бурабайский,Burabay,52.94,70.31,barley,8.93,17.99,84.5,1390.4,14,15,524.2,-62.8
2010,Бурабайский,Burabay,52.94,70.31,flax,3.68,17.99,84.5,1390.4,14,15,524.2,-62.8
2010,Бурабайский,Burabay,52.94,70.31,oats,8.4,17.99,84.5,1390.4,14,15,524.2,-62.8
2010,Бурабайский,Burabay,52.94,70.31,rapeseed,5.46,17.99,84.5,1390.4,14,15,524.2,-62.8
2010,Бурабайский,Burabay,52.94,70.31,spring_wheat,8.19,17.99,84.5,1390.4,14,15,524.2,-62.8
2010,Бурабайский,Burabay,52.94,70.31,sunflower,3.99,17.99,84.5,1390.4,14,15,524.2,-62.8
2010,Есильский,Esil,51.95,66.4,barley,7.91,20.42,69.5,1751.4,33,25,628.5,-49.4
2010,Есильский,Esil,51.95,66.4,flax,3.26,20.42,69.5,1751.4,33,25,628.5,-49.4
2010,Есильский,Esil,51.95,66.4,oats,7.44,20.42,69.5,1751.4,33,25,628.5,-49.4
2010,Есильский,Esil,51.95,66.4,rapeseed,4.84,20.42,69.5,1751.4,33,25,628.5,-49.4
2010,Есильский,Esil,51.95,66.4,spring_wheat,7.25,20.42,69.5,1751.4,33,25,628.5,-49.4
2010,Есильский,Esil,51.95,66.4,sunflower,3.53,20.42,69.5,1751.4,33,25,628.5,-49.4
2010,Жаксынский,Zhaksy,51.9,67.3,barley,7.82,19.43,83.9,1645.9,26,15,601.8,-46.2
2010,Жаксынский,Zhaksy,51.9,67.3,flax,3.22,19.43,83.9,1645.9,26,15,601.8,-46.2
2010,Жаксынский,Zhaksy,51.9,67.3,oats,7.36,19.43,83.9,1645.9,26,15,601.8,-46.2
2010,Жаксынский,Zhaksy,51.9,67.3,rapeseed,4.78,19.43,83.9,1645.9,26,15,601.8,-46.2
2010,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,7.18,19.43,83.9,1645.9,26,15,601.8,-46.2
2010,Жаксынский,Zhaksy,51.9,67.3,sunflower,3.5,19.43,83.9,1645.9,26,15,601.8,-46.2
2010,Зерендинский,Zerenda,53.05,69.15,barley,9.01,18.08,73.3,1495.1,21,15,539.7,-66.8
2010,Зерендинский,Zerenda,53.05,69.15,flax,3.71,18.08,73.3,1495.1,21,15,539.7,-66.8
2010,Зерендинский,Zerenda,53.05,69.15,oats,8.48,18.08,73.3,1495.1,21,15,539.7,-66.8
2010,Зерендинский,Zerenda,53.05,69.15,rapeseed,5.51,18.08,73.3,1495.1,21,15,539.7,-66.8
2010,Зерендинский,Zerenda,53.05,69.15,spring_wheat,8.27,18.08,73.3,1495.1,21,15,539.7,-66.8
2010,Зерендинский,Zerenda,53.05,69.15,sunflower,4.03,18.08,73.3,1495.1,21,15,539.7,-66.8
2010,Кокшетау,Kokshetau,53.29,69.39,barley,8.67,18.63,70.7,1548.0,24,14,550.2,-66.8
2010,Кокшетау,Kokshetau,53.29,69.39,flax,3.57,18.63,70.7,1548.0,24,14,550.2,-66.8
2010,Кокшетау,Kokshetau,53.29,69.39,oats,8.16,18.63,70.7,1548.0,24,14,550.2,-66.8
2010,Кокшетау,Kokshetau,53.29,69.39,rapeseed,5.3,18.63,70.7,1548.0,24,14,550.2,-66.8
2010,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,7.96,18.63,70.7,1548.0,24,14,550.2,-66.8
2010,Кокшетау,Kokshetau,53.29,69.39,sunflower,3.88,18.63,70.7,1548.0,24,14,550.2,-66.8
2010,Сандыктауский,Sandyktau,52.45,68.75,barley,8.76,18.34,81.0,1510.5,17,25,546.8,-58.6
2010,Сандыктауский,Sandyktau,52.45,68.75,flax,3.6,18.34,81.0,1510.5,17,25,546.8,-58.6
2010,Сандыктауский,Sandyktau,52.45,68.75,oats,8.24,18.34,81.0,1510.5,17,25,546.8,-58.6
2010,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,5.36,18.34,81.0,1510.5,17,25,546.8,-58.6
2010,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,8.03,18.34,81.0,1510.5,17,25,546.8,-58.6
2010,Сандыктауский,Sandyktau,52.45,68.75,sunflower,3.91,18.34,81.0,1510.5,17,25,546.8,-58.6
2010,Целиноградский,Tselinograd,51.18,71.03,barley,8.33,18.78,76.9,1602.8,31,10,586.8,-45.1
2010,Целиноградский,Tselinograd,51.18,71.03,flax,3.43,18.78,76.9,1602.8,31,10,586.8,-45.1
2010,Целиноградский,Tselinograd,51.18,71.03,oats,7.84,18.78,76.9,1602.8,31,10,586.8,-45.1
2010,Целиноградский,Tselinograd,51.18,71.03,rapeseed,5.1,18.78,76.9,1602.8,31,10,586.8,-45.1
2010,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,7.64,18.78,76.9,1602.8,31,10,586.8,-45.1
2010,Целиноградский,Tselinograd,51.18,71.03,sunflower,3.72,18.78,76.9,1602.8,31,10,586.8,-45.1
2010,Шортандинский,Shortandy,51.7,70.99,barley,8.5,18.52,98.1,1544.4,28,16,573.4,-41.4
2010,Шортандинский,Shortandy,51.7,70.99,flax,3.5,18.52,98.1,1544.4,28,16,573.4,-41.4
2010,Шортандинский,Shortandy,51.7,70.99,oats,8.0,18.52,98.1,1544.4,28,16,573.4,-41.4
2010,Шортандинский,Shortandy,51.7,70.99,rapeseed,5.2,18.52,98.1,1544.4,28,16,573.4,-41.4
2010,Шортандинский,Shortandy,51.7,70.99,spring_wheat,7.8,18.52,98.1,1544.4,28,16,573.4,-41.4
2010,Шортандинский,Shortandy,51.7,70.99,sunflower,3.8,18.52,98.1,1544.4,28,16,573.4,-41.4
2011,Атбасарский,Atbasar,51.81,68.36,barley,16.34,16.41,236.0,1378.7,8,9,468.7,65.0
2011,Атбасарский,Atbasar,51.81,68.36,flax,6.46,16.41,236.0,1378.7,8,9,468.7,65.0
2011,Атбасарский,Atbasar,51.81,68.36,oats,17.1,16.41,236.0,1378.7,8,9,468.7,65.0
2011,Атбасарский,Atbasar,51.81,68.36,rapeseed,8.07,16.41,236.0,1378.7,8,9,468.7,65.0
2011,Атбасарский,Atbasar,51.81,68.36,spring_wheat,15.67,16.41,236.0,1378.7,8,9,468.7,65.0
2011,Атбасарский,Atbasar,51.81,68.36,sunflower,6.17,16.41,236.0,1378.7,8,9,468.7,65.0
2011,Буландынский,Bulandy,52.63,70.42,barley,17.89,16.12,249.6,1248.5,1,12,422.6,22.7
2011,Буландынский,Bulandy,52.63,70.42,flax,7.07,16.12,249.6,1248.5,1,12,422.6,22.7
2011,Буландынский,Bulandy,52.63,70.42,oats,18.72,16.12,249.6,1248.5,1,12,422.6,22.7
2011,Буландынский,Bulandy,52.63,70.42,rapeseed,8.84,16.12,249.6,1248.5,1,12,422.6,22.7
2011,Буландынский,Bulandy,52.63,70.42,spring_wheat,17.16,16.12,249.6,1248.5,1,12,422.6,22.7
2011,Буландынский,Bulandy,52.63,70.42,sunflower,6.76,16.12,249.6,1248.5,1,12,422.6,22.7
2011,Бурабайский,Burabay,52.94,70.31,barley,18.06,15.85,257.9,1157.6,0,14,395.8,13.5
2011,Бурабайский,Burabay,52.94,70.31,flax,7.14,15.85,257.9,1157.6,0,14,395.8,13.5
2011,Бурабайский,Burabay,52.94,70.31,oats,18.9,15.85,257.9,1157.6,0,14,395.8,13.5
2011,Бурабайский,Burabay,52.94,70.31,rapeseed,8.93,15.85,257.9,1157.6,0,14,395.8,13.5
2011,Бурабайский,Burabay,52.94,70.31,spring_wheat,17.32,15.85,257.9,1157.6,0,14,395.8,13.5
2011,Бурабайский,Burabay,52.94,70.31,sunflower,6.83,15.85,257.9,1157.6,0,14,395.8,13.5
2011,Есильский,Esil,51.95,66.4,barley,16.0,17.46,259.0,1411.7,11,12,469.4,88.6
2011,Есильский,Esil,51.95,66.4,flax,6.32,17.46,259.0,1411.7,11,12,469.4,88.6
2011,Есильский,Esil,51.95,66.4,oats,16.74,17.46,259.0,1411.7,11,12,469.4,88.6
2011,Есильский,Esil,51.95,66.4,rapeseed,7.91,17.46,259.0,1411.7,11,12,469.4,88.6
2011,Есильский,Esil,51.95,66.4,spring_wheat,15.35,17.46,259.0,1411.7,11,12,469.4,88.6
2011,Есильский,Esil,51.95,66.4,sunflower,6.04,17.46,259.0,1411.7,11,12,469.4,88.6
2011,Жаксынский,Zhaksy,51.9,67.3,barley,15.82,16.45,292.8,1308.6,4,9,442.4,87.8
2011,Жаксынский,Zhaksy,51.9,67.3,flax,6.26,16.45,292.8,1308.6,4,9,442.4,87.8
2011,Жаксынский,Zhaksy,51.9,67.3,oats,16.56,16.45,292.8,1308.6,4,9,442.4,87.8
2011,Жаксынский,Zhaksy,51.9,67.3,rapeseed,7.82,16.45,292.8,1308.6,4,9,442.4,87.8
2011,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,15.18,16.45,292.8,1308.6,4,9,442.4,87.8
2011,Жаксынский,Zhaksy,51.9,67.3,sunflower,5.98,16.45,292.8,1308.6,4,9,442.4,87.8
2011,Зерендинский,Zerenda,53.05,69.15,barley,18.23,15.61,270.9,1207.0,0,15,392.0,22.6
2011,Зерендинский,Zerenda,53.05,69.15,flax,7.21,15.61,270.9,1207.0,0,15,392.0,22.6
2011,Зерендинский,Zerenda,53.05,69.15,oats,19.08,15.61,270.9,1207.0,0,15,392.0,22.6
2011,Зерендинский,Zerenda,53.05,69.15,rapeseed,9.01,15.61,270.9,1207.0,0,15,392.0,22.6
2011,Зерендинский,Zerenda,53.05,69.15,spring_wheat,17.49,15.61,270.9,1207.0,0,15,392.0,22.6
2011,Зерендинский,Zerenda,53.05,69.15,sunflower,6.89,15.61,270.9,1207.0,0,15,392.0,22.6
2011,Кокшетау,Kokshetau,53.29,69.39,barley,17.54,16.07,278.6,1251.6,0,15,393.9,31.0
2011,Кокшетау,Kokshetau,53.29,69.39,flax,6.94,16.07,278.6,1251.6,0,15,393.9,31.0
2011,Кокшетау,Kokshetau,53.29,69.39,oats,18.36,16.07,278.6,1251.6,0,15,393.9,31.0
2011,Кокшетау,Kokshetau,53.29,69.39,rapeseed,8.67,16.07,278.6,1251.6,0,15,393.9,31.0
2011,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,16.83,16.07,278.6,1251.6,0,15,393.9,31.0
2011,Кокшетау,Kokshetau,53.29,69.39,sunflower,6.63,16.07,278.6,1251.6,0,15,393.9,31.0
2011,Сандыктауский,Sandyktau,52.45,68.75,barley,17.72,15.46,257.5,1225.6,0,9,405.8,31.5
2011,Сандыктауский,Sandyktau,52.45,68.75,flax,7.0,15.46,257.5,1225.6,0,9,405.8,31.5
2011,Сандыктауский,Sandyktau,52.45,68.75,oats,18.54,15.46,257.5,1225.6,0,9,405.8,31.5
2011,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,8.76,15.46,257.5,1225.6,0,9,405.8,31.5
2011,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,17.0,15.46,257.5,1225.6,0,9,405.8,31.5
2011,Сандыктауский,Sandyktau,52.45,68.75,sunflower,6.7,15.46,257.5,1225.6,0,9,405.8,31.5
2011,Целиноградский,Tselinograd,51.18,71.03,barley,16.86,17.58,187.8,1441.0,7,13,494.8,34.1
2011,Целиноградский,Tselinograd,51.18,71.03,flax,6.66,17.58,187.8,1441.0,7,13,494.8,34.1
2011,Целиноградский,Tselinograd,51.18,71.03,oats,17.64,17.58,187.8,1441.0,7,13,494.8,34.1
2011,Целиноградский,Tselinograd,51.18,71.03,rapeseed,8.33,17.58,187.8,1441.0,7,13,494.8,34.1
2011,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,16.17,17.58,187.8,1441.0,7,13,494.8,34.1
2011,Целиноградский,Tselinograd,51.18,71.03,sunflower,6.37,17.58,187.8,1441.0,7,13,494.8,34.1
2011,Шортандинский,Shortandy,51.7,70.99,barley,17.2,17.02,239.0,1364.7,4,9,473.5,42.8
2011,Шортандинский,Shortandy,51.7,70.99,flax,6.8,17.02,239.0,1364.7,4,9,473.5,42.8
2011,Шортандинский,Shortandy,51.7,70.99,oats,18.0,17.02,239.0,1364.7,4,9,473.5,42.8
2011,Шортандинский,Shortandy,51.7,70.99,rapeseed,8.5,17.02,239.0,1364.7,4,9,473.5,42.8
2011,Шортандинский,Shortandy,51.7,70.99,spring_wheat,16.5,17.02,239.0,1364.7,4,9,473.5,42.8
2011,Шортандинский,Shortandy,51.7,70.99,sunflower,6.5,17.02,239.0,1364.7,4,9,473.5,42.8
2012,Атбасарский,Atbasar,51.81,68.36,barley,8.93,19.66,115.5,1763.3,31,18,582.3,-19.2
2012,Атбасарский,Atbasar,51.81,68.36,flax,3.8,19.66,115.5,1763.3,31,18,582.3,-19.2
2012,Атбасарский,Atbasar,51.81,68.36,oats,8.55,19.66,115.5,1763.3,31,18,582.3,-19.2
2012,Атбасарский,Atbasar,51.81,68.36,rapeseed,5.51,19.66,115.5,1763.3,31,18,582.3,-19.2
2012,Атбасарский,Atbasar,51.81,68.36,spring_wheat,8.17,19.66,115.5,1763.3,31,18,582.3,-19.2
2012,Атбасарский,Atbasar,51.81,68.36,sunflower,3.99,19.66,115.5,1763.3,31,18,582.3,-19.2
2012,Буландынский,Bulandy,52.63,70.42,barley,9.78,19.0,141.2,1609.0,21,13,534.7,-30.6
2012,Буландынский,Bulandy,52.63,70.42,flax,4.16,19.0,141.2,1609.0,21,13,534.7,-30.6
2012,Буландынский,Bulandy,52.63,70.42,oats,9.36,19.0,141.2,1609.0,21,13,534.7,-30.6
2012,Буландынский,Bulandy,52.63,70.42,rapeseed,6.03,19.0,141.2,1609.0,21,13,534.7,-30.6
2012,Буландынский,Bulandy,52.63,70.42,spring_wheat,8.94,19.0,141.2,1609.0,21,13,534.7,-30.6
2012,Буландынский,Bulandy,52.63,70.42,sunflower,4.37,19.0,141.2,1609.0,21,13,534.7,-30.6
2012,Бурабайский,Burabay,52.94,70.31,barley,9.87,18.62,148.1,1526.6,13,19,513.7,-34.8
2012,Бурабайский,Burabay,52.94,70.31,flax,4.2,18.62,148.1,1526.6,13,19,513.7,-34.8
2012,Бурабайский,Burabay,52.94,70.31,oats,9.45,18.62,148.1,1526.6,13,19,513.7,-34.8
2012,Бурабайский,Burabay,52.94,70.31,rapeseed,6.09,18.62,148.1,1526.6,13,19,513.7,-34.8
2012,Бурабайский,Burabay,52.94,70.31,spring_wheat,9.03,18.62,148.1,1526.6,13,19,513.7,-34.8
2012,Бурабайский,Burabay,52.94,70.31,sunflower,4.41,18.62,148.1,1526.6,13,19,513.7,-34.8
2012,Есильский,Esil,51.95,66.4,barley,8.74,20.63,133.0,1791.2,31,20,584.2,-3.1
2012,Есильский,Esil,51.95,66.4,flax,3.72,20.63,133.0,1791.2,31,20,584.2,-3.1
2012,Есильский,Esil,51.95,66.4,oats,8.37,20.63,133.0,1791.2,31,20,584.2,-3.1
2012,Есильский,Esil,51.95,66.4,rapeseed,5.39,20.63,133.0,1791.2,31,20,584.2,-3.1
2012,Есильский,Esil,51.95,66.4,spring_wheat,8.0,20.63,133.0,1791.2,31,20,584.2,-3.1
2012,Есильский,Esil,51.95,66.4,sunflower,3.91,20.63,133.0,1791.2,31,20,584.2,-3.1
2012,Жаксынский,Zhaksy,51.9,67.3,barley,8.65,19.64,159.0,1696.7,25,20,560.2,2.0
2012,Жаксынский,Zhaksy,51.9,67.3,flax,3.68,19.64,159.0,1696.7,25,20,560.2,2.0
2012,Жаксынский,Zhaksy,51.9,67.3,oats,8.28,19.64,159.0,1696.7,25,20,560.2,2.0
2012,Жаксынский,Zhaksy,51.9,67.3,rapeseed,5.34,19.64,159.0,1696.7,25,20,560.2,2.0
2012,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,7.91,19.64,159.0,1696.7,25,20,560.2,2.0
2012,Жаксынский,Zhaksy,51.9,67.3,sunflower,3.86,19.64,159.0,1696.7,25,20,560.2,2.0
2012,Зерендинский,Zerenda,53.05,69.15,barley,9.96,18.49,184.2,1560.7,17,18,502.9,-16.7
2012,Зерендинский,Zerenda,53.05,69.15,flax,4.24,18.49,184.2,1560.7,17,18,502.9,-16.7
2012,Зерендинский,Zerenda,53.05,69.15,oats,9.54,18.49,184.2,1560.7,17,18,502.9,-16.7
2012,Зерендинский,Zerenda,53.05,69.15,rapeseed,6.15,18.49,184.2,1560.7,17,18,502.9,-16.7
2012,Зерендинский,Zerenda,53.05,69.15,spring_wheat,9.12,18.49,184.2,1560.7,17,18,502.9,-16.7
2012,Зерендинский,Zerenda,53.05,69.15,sunflower,4.45,18.49,184.2,1560.7,17,18,502.9,-16.7
2012,Кокшетау,Kokshetau,53.29,69.39,barley,9.59,19.01,135.4,1615.2,21,19,514.3,-36.4
2012,Кокшетау,Kokshetau,53.29,69.39,flax,4.08,19.01,135.4,1615.2,21,19,514.3,-36.4
2012,Кокшетау,Kokshetau,53.29,69.39,oats,9.18,19.01,135.4,1615.2,21,19,514.3,-36.4
2012,Кокшетау,Kokshetau,53.29,69.39,rapeseed,5.92,19.01,135.4,1615.2,21,19,514.3,-36.4
2012,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,8.77,19.01,135.4,1615.2,21,19,514.3,-36.4
2012,Кокшетау,Kokshetau,53.29,69.39,sunflower,4.28,19.01,135.4,1615.2,21,19,514.3,-36.4
2012,Сандыктауский,Sandyktau,52.45,68.75,barley,9.68,18.7,144.8,1591.4,18,18,515.8,-26.0
2012,Сандыктауский,Sandyktau,52.45,68.75,flax,4.12,18.7,144.8,1591.4,18,18,515.8,-26.0
2012,Сандыктауский,Sandyktau,52.45,68.75,oats,9.27,18.7,144.8,1591.4,18,18,515.8,-26.0
2012,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,5.97,18.7,144.8,1591.4,18,18,515.8,-26.0
2012,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,8.86,18.7,144.8,1591.4,18,18,515.8,-26.0
2012,Сандыктауский,Sandyktau,52.45,68.75,sunflower,4.33,18.7,144.8,1591.4,18,18,515.8,-26.0
2012,Целиноградский,Tselinograd,51.18,71.03,barley,9.21,19.95,104.2,1739.7,29,17,566.1,-25.6
2012,Целиноградский,Tselinograd,51.18,71.03,flax,3.92,19.95,104.2,1739.7,29,17,566.1,-25.6
2012,Целиноградский,Tselinograd,51.18,71.03,oats,8.82,19.95,104.2,1739.7,29,17,566.1,-25.6
2012,Целиноградский,Tselinograd,51.18,71.03,rapeseed,5.68,19.95,104.2,1739.7,29,17,566.1,-25.6
2012,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,8.43,19.95,104.2,1739.7,29,17,566.1,-25.6
2012,Целиноградский,Tselinograd,51.18,71.03,sunflower,4.12,19.95,104.2,1739.7,29,17,566.1,-25.6
2012,Шортандинский,Shortandy,51.7,70.99,barley,9.4,19.67,138.7,1678.8,25,17,554.8,-17.1
2012,Шортандинский,Shortandy,51.7,70.99,flax,4.0,19.67,138.7,1678.8,25,17,554.8,-17.1
2012,Шортандинский,Shortandy,51.7,70.99,oats,9.0,19.67,138.7,1678.8,25,17,554.8,-17.1
2012,Шортандинский,Shortandy,51.7,70.99,rapeseed,5.8,19.67,138.7,1678.8,25,17,554.8,-17.1
